Date	AveragePrice	Region	Year	Type
2015-06	1.0	TotalUS	2015	conventional
2015-05	0.96	TotalUS	2015	conventional
2015-04	1.06	TotalUS	2015	conventional
2015-03	0.97	TotalUS	2015	conventional
2015-02	0.89	TotalUS	2015	conventional
2015-01	0.95	TotalUS	2015	conventional
2015-12	0.75	West	2015	conventional
2015-11	0.9	West	2015	conventional
2015-10	1.0	West	2015	conventional
2015-09	0.93	West	2015	conventional
2015-08	1.02	West	2015	conventional
2015-07	0.98	West	2015	conventional
2015-06	0.92	West	2015	conventional
2015-05	0.89	West	2015	conventional
2015-04	0.95	West	2015	conventional
2015-03	0.95	West	2015	conventional
2015-02	0.84	West	2015	conventional
2015-01	0.89	West	2015	conventional
2015-12	0.74	WestTexNewMexico	2015	conventional
2015-11	0.8	WestTexNewMexico	2015	conventional
2015-10	0.85	WestTexNewMexico	2015	conventional
2015-09	0.8	WestTexNewMexico	2015	conventional
2015-08	0.79	WestTexNewMexico	2015	conventional
2015-07	0.78	WestTexNewMexico	2015	conventional
2015-06	0.68	WestTexNewMexico	2015	conventional
2015-05	0.74	WestTexNewMexico	2015	conventional
2015-04	0.76	WestTexNewMexico	2015	conventional
2015-03	0.84	WestTexNewMexico	2015	conventional
2015-02	0.71	WestTexNewMexico	2015	conventional
2015-01	0.75	WestTexNewMexico	2015	conventional
2016-12	1.48	Albany	2016	conventional
2016-11	1.63	Albany	2016	conventional
2016-10	1.51	Albany	2016	conventional
2016-09	1.44	Albany	2016	conventional
2016-08	1.48	Albany	2016	conventional
2016-07	1.42	Albany	2016	conventional
2016-06	1.47	Albany	2016	conventional
2016-05	1.03	Albany	2016	conventional
2016-04	0.85	Albany	2016	conventional
2016-03	1.27	Albany	2016	conventional
2016-02	1.07	Albany	2016	conventional
2016-01	1.03	Albany	2016	conventional
2016-12	1.03	Atlanta	2016	conventional
2016-11	1.29	Atlanta	2016	conventional
2016-10	1.26	Atlanta	2016	conventional
2016-09	0.89	Atlanta	2016	conventional
2016-08	1.04	Atlanta	2016	conventional
2016-07	0.77	Atlanta	2016	conventional
2016-06	0.75	Atlanta	2016	conventional
2016-05	0.77	Atlanta	2016	conventional
2016-04	1.03	Atlanta	2016	conventional
2016-03	1.03	Atlanta	2016	conventional
2016-02	0.76	Atlanta	2016	conventional
2016-01	1.05	Atlanta	2016	conventional
2016-12	1.41	BaltimoreWashington	2016	conventional
2016-11	1.8	BaltimoreWashington	2016	conventional
2016-10	1.66	BaltimoreWashington	2016	conventional
2016-09	1.51	BaltimoreWashington	2016	conventional
2016-08	1.52	BaltimoreWashington	2016	conventional
2016-07	1.38	BaltimoreWashington	2016	conventional
2016-06	1.33	BaltimoreWashington	2016	conventional
2016-05	1.07	BaltimoreWashington	2016	conventional
2016-04	1.14	BaltimoreWashington	2016	conventional
2016-03	1.21	BaltimoreWashington	2016	conventional
2016-02	1.1	BaltimoreWashington	2016	conventional
2016-01	1.11	BaltimoreWashington	2016	conventional
2016-12	1.01	Boise	2016	conventional
2016-11	1.37	Boise	2016	conventional
2016-10	0.9	Boise	2016	conventional
2016-09	1.01	Boise	2016	conventional
2016-08	0.76	Boise	2016	conventional
2016-07	0.77	Boise	2016	conventional
2016-06	0.63	Boise	2016	conventional
2016-05	0.63	Boise	2016	conventional
2016-04	0.82	Boise	2016	conventional
2016-03	0.86	Boise	2016	conventional
2016-02	0.82	Boise	2016	conventional
2016-01	0.77	Boise	2016	conventional
2016-12	1.26	Boston	2016	conventional
2016-11	1.62	Boston	2016	conventional
2016-10	1.59	Boston	2016	conventional
2016-09	1.41	Boston	2016	conventional
2016-08	1.48	Boston	2016	conventional
2016-07	1.38	Boston	2016	conventional
2016-06	1.26	Boston	2016	conventional
2016-05	1.05	Boston	2016	conventional
2016-04	1.11	Boston	2016	conventional
2016-03	1.1	Boston	2016	conventional
2016-02	1.05	Boston	2016	conventional
2016-01	1.01	Boston	2016	conventional
2016-12	1.66	BuffaloRochester	2016	conventional
2016-11	1.64	BuffaloRochester	2016	conventional
2016-10	1.35	BuffaloRochester	2016	conventional
2016-09	1.48	BuffaloRochester	2016	conventional
2016-08	1.5	BuffaloRochester	2016	conventional
2016-07	1.3	BuffaloRochester	2016	conventional
2016-06	1.15	BuffaloRochester	2016	conventional
2016-05	1.11	BuffaloRochester	2016	conventional
2016-04	1.04	BuffaloRochester	2016	conventional
2016-03	1.36	BuffaloRochester	2016	conventional
2016-02	1.3	BuffaloRochester	2016	conventional
2016-01	1.39	BuffaloRochester	2016	conventional
2016-12	0.98	California	2016	conventional
2016-11	1.68	California	2016	conventional
2016-10	1.19	California	2016	conventional
2016-09	1.08	California	2016	conventional
2016-08	1.17	California	2016	conventional
2016-07	1.1	California	2016	conventional
2016-06	0.94	California	2016	conventional
2016-05	0.75	California	2016	conventional
2016-04	0.93	California	2016	conventional
2016-03	0.92	California	2016	conventional
2016-02	0.7	California	2016	conventional
2016-01	0.73	California	2016	conventional
2016-12	1.34	Charlotte	2016	conventional
2016-11	1.57	Charlotte	2016	conventional
2016-10	1.48	Charlotte	2016	conventional
2016-09	1.33	Charlotte	2016	conventional
2016-08	1.43	Charlotte	2016	conventional
2016-07	1.2	Charlotte	2016	conventional
2016-06	1.25	Charlotte	2016	conventional
2016-05	1.04	Charlotte	2016	conventional
2016-04	1.12	Charlotte	2016	conventional
2016-03	1.09	Charlotte	2016	conventional
2016-02	0.8	Charlotte	2016	conventional
2016-01	0.96	Charlotte	2016	conventional
2016-12	1.27	Chicago	2016	conventional
2016-11	2.07	Chicago	2016	conventional
2016-10	1.83	Chicago	2016	conventional
2016-09	1.6	Chicago	2016	conventional
2016-08	1.68	Chicago	2016	conventional
2016-07	1.23	Chicago	2016	conventional
2016-06	1.2	Chicago	2016	conventional
2016-05	1.0	Chicago	2016	conventional
2016-04	1.15	Chicago	2016	conventional
2016-03	1.13	Chicago	2016	conventional
2016-02	0.82	Chicago	2016	conventional
2016-01	0.93	Chicago	2016	conventional
2016-12	0.7	CincinnatiDayton	2016	conventional
2016-11	1.08	CincinnatiDayton	2016	conventional
2016-10	1.03	CincinnatiDayton	2016	conventional
2016-09	1.12	CincinnatiDayton	2016	conventional
2016-08	1.03	CincinnatiDayton	2016	conventional
2016-07	0.84	CincinnatiDayton	2016	conventional
2016-06	0.85	CincinnatiDayton	2016	conventional
2016-05	0.94	CincinnatiDayton	2016	conventional
2016-04	0.89	CincinnatiDayton	2016	conventional
2016-03	0.85	CincinnatiDayton	2016	conventional
2016-02	0.81	CincinnatiDayton	2016	conventional
2016-01	0.9	CincinnatiDayton	2016	conventional
2016-12	0.84	Columbus	2016	conventional
2016-11	1.41	Columbus	2016	conventional
2016-10	1.3	Columbus	2016	conventional
2016-09	1.06	Columbus	2016	conventional
2016-08	1.18	Columbus	2016	conventional
2016-07	0.94	Columbus	2016	conventional
2016-06	1.07	Columbus	2016	conventional
2016-05	0.71	Columbus	2016	conventional
2016-04	0.95	Columbus	2016	conventional
2016-03	0.95	Columbus	2016	conventional
2016-02	0.81	Columbus	2016	conventional
2016-01	0.91	Columbus	2016	conventional
2016-12	0.69	DallasFtWorth	2016	conventional
2016-11	1.14	DallasFtWorth	2016	conventional
2016-10	0.95	DallasFtWorth	2016	conventional
2016-09	0.74	DallasFtWorth	2016	conventional
2016-08	0.83	DallasFtWorth	2016	conventional
2016-07	0.89	DallasFtWorth	2016	conventional
2016-06	0.82	DallasFtWorth	2016	conventional
2016-05	0.71	DallasFtWorth	2016	conventional
2016-04	0.7	DallasFtWorth	2016	conventional
2016-03	0.76	DallasFtWorth	2016	conventional
2016-02	0.71	DallasFtWorth	2016	conventional
2016-01	0.78	DallasFtWorth	2016	conventional
2016-12	0.91	Denver	2016	conventional
2016-11	1.31	Denver	2016	conventional
2016-10	1.18	Denver	2016	conventional
2016-09	0.91	Denver	2016	conventional
2016-08	1.14	Denver	2016	conventional
2016-07	1.03	Denver	2016	conventional
2016-06	0.85	Denver	2016	conventional
2016-05	0.87	Denver	2016	conventional
2016-04	0.83	Denver	2016	conventional
2016-03	0.98	Denver	2016	conventional
2016-02	0.63	Denver	2016	conventional
2016-01	0.6	Denver	2016	conventional
2016-12	0.81	Detroit	2016	conventional
2016-11	1.4	Detroit	2016	conventional
2016-10	1.25	Detroit	2016	conventional
2016-09	1.08	Detroit	2016	conventional
2016-08	1.13	Detroit	2016	conventional
2016-07	1.17	Detroit	2016	conventional
2016-06	0.92	Detroit	2016	conventional
2016-05	1.0	Detroit	2016	conventional
2016-04	1.02	Detroit	2016	conventional
2016-03	0.97	Detroit	2016	conventional
2016-02	0.77	Detroit	2016	conventional
2016-01	0.86	Detroit	2016	conventional
2016-12	0.92	GrandRapids	2016	conventional
2016-11	1.67	GrandRapids	2016	conventional
2016-10	1.6	GrandRapids	2016	conventional
2016-09	1.52	GrandRapids	2016	conventional
2016-08	1.59	GrandRapids	2016	conventional
2016-07	1.49	GrandRapids	2016	conventional
2016-06	0.93	GrandRapids	2016	conventional
2016-05	1.12	GrandRapids	2016	conventional
2016-04	1.1	GrandRapids	2016	conventional
2016-03	0.91	GrandRapids	2016	conventional
2016-02	0.94	GrandRapids	2016	conventional
2016-01	0.92	GrandRapids	2016	conventional
2016-12	0.97	GreatLakes	2016	conventional
2016-11	1.48	GreatLakes	2016	conventional
2016-10	1.38	GreatLakes	2016	conventional
2016-09	1.3	GreatLakes	2016	conventional
2016-08	1.33	GreatLakes	2016	conventional
2016-07	1.13	GreatLakes	2016	conventional
2016-06	1.01	GreatLakes	2016	conventional
2016-05	0.94	GreatLakes	2016	conventional
2016-04	1.04	GreatLakes	2016	conventional
2016-03	0.98	GreatLakes	2016	conventional
2016-02	0.85	GreatLakes	2016	conventional
2016-01	0.92	GreatLakes	2016	conventional
2016-12	1.4	HarrisburgScranton	2016	conventional
2016-11	1.55	HarrisburgScranton	2016	conventional
2016-10	1.4	HarrisburgScranton	2016	conventional
2016-09	1.15	HarrisburgScranton	2016	conventional
2016-08	1.24	HarrisburgScranton	2016	conventional
2016-07	1.23	HarrisburgScranton	2016	conventional
2016-06	1.23	HarrisburgScranton	2016	conventional
2016-05	0.99	HarrisburgScranton	2016	conventional
2016-04	1.13	HarrisburgScranton	2016	conventional
2016-03	1.17	HarrisburgScranton	2016	conventional
2016-02	1.1	HarrisburgScranton	2016	conventional
2016-01	1.09	HarrisburgScranton	2016	conventional
2016-12	1.54	HartfordSpringfield	2016	conventional
2016-11	1.83	HartfordSpringfield	2016	conventional
2016-10	1.69	HartfordSpringfield	2016	conventional
2016-09	1.54	HartfordSpringfield	2016	conventional
2016-08	1.5	HartfordSpringfield	2016	conventional
2016-07	1.47	HartfordSpringfield	2016	conventional
2016-06	1.46	HartfordSpringfield	2016	conventional
2016-05	1.18	HartfordSpringfield	2016	conventional
2016-04	1.36	HartfordSpringfield	2016	conventional
2016-03	1.27	HartfordSpringfield	2016	conventional
2016-02	1.16	HartfordSpringfield	2016	conventional
2016-01	1.07	HartfordSpringfield	2016	conventional
2016-12	0.71	Houston	2016	conventional
2016-11	1.12	Houston	2016	conventional
2016-10	0.98	Houston	2016	conventional
2016-09	0.72	Houston	2016	conventional
2016-08	0.92	Houston	2016	conventional
2016-07	0.92	Houston	2016	conventional
2016-06	0.85	Houston	2016	conventional
2016-05	0.68	Houston	2016	conventional
2016-04	0.72	Houston	2016	conventional
2016-03	0.76	Houston	2016	conventional
2016-02	0.69	Houston	2016	conventional
2016-01	0.78	Houston	2016	conventional
2016-12	1.18	Indianapolis	2016	conventional
2016-11	1.37	Indianapolis	2016	conventional
2016-10	1.31	Indianapolis	2016	conventional
2016-09	1.31	Indianapolis	2016	conventional
2016-08	1.33	Indianapolis	2016	conventional
2016-07	1.1	Indianapolis	2016	conventional
2016-06	1.05	Indianapolis	2016	conventional
2016-05	0.92	Indianapolis	2016	conventional
2016-04	0.99	Indianapolis	2016	conventional
2016-03	0.96	Indianapolis	2016	conventional
2016-02	0.88	Indianapolis	2016	conventional
2016-01	0.95	Indianapolis	2016	conventional
2016-12	0.89	Jacksonville	2016	conventional
2016-11	1.41	Jacksonville	2016	conventional
2016-10	1.31	Jacksonville	2016	conventional
2016-09	0.94	Jacksonville	2016	conventional
2016-08	1.23	Jacksonville	2016	conventional
2016-07	0.93	Jacksonville	2016	conventional
2016-06	0.95	Jacksonville	2016	conventional
2016-05	0.68	Jacksonville	2016	conventional
2016-04	1.01	Jacksonville	2016	conventional
2016-03	1.06	Jacksonville	2016	conventional
2016-02	0.54	Jacksonville	2016	conventional
2016-01	1.09	Jacksonville	2016	conventional
2016-12	0.91	LasVegas	2016	conventional
2016-11	1.2	LasVegas	2016	conventional
2016-10	1.22	LasVegas	2016	conventional
2016-09	1.03	LasVegas	2016	conventional
2016-08	1.11	LasVegas	2016	conventional
2016-07	1.0	LasVegas	2016	conventional
2016-06	0.89	LasVegas	2016	conventional
2016-05	0.85	LasVegas	2016	conventional
2016-04	0.84	LasVegas	2016	conventional
2016-03	0.91	LasVegas	2016	conventional
2016-02	0.74	LasVegas	2016	conventional
2016-01	0.8	LasVegas	2016	conventional
2016-12	0.78	LosAngeles	2016	conventional
2016-11	1.52	LosAngeles	2016	conventional
2016-10	1.06	LosAngeles	2016	conventional
2016-09	0.88	LosAngeles	2016	conventional
2016-08	1.0	LosAngeles	2016	conventional
2016-07	0.95	LosAngeles	2016	conventional
2016-06	0.76	LosAngeles	2016	conventional
2016-05	0.62	LosAngeles	2016	conventional
2016-04	0.82	LosAngeles	2016	conventional
2016-03	0.76	LosAngeles	2016	conventional
2016-02	0.58	LosAngeles	2016	conventional
2016-01	0.64	LosAngeles	2016	conventional
2016-12	0.83	Louisville	2016	conventional
2016-11	1.27	Louisville	2016	conventional
2016-10	1.24	Louisville	2016	conventional
2016-09	1.11	Louisville	2016	conventional
2016-08	1.3	Louisville	2016	conventional
2016-07	1.0	Louisville	2016	conventional
2016-06	1.09	Louisville	2016	conventional
2016-05	0.88	Louisville	2016	conventional
2016-04	0.85	Louisville	2016	conventional
2016-03	1.02	Louisville	2016	conventional
2016-02	0.85	Louisville	2016	conventional
2016-01	0.88	Louisville	2016	conventional
2016-12	0.98	MiamiFtLauderdale	2016	conventional
2016-11	1.51	MiamiFtLauderdale	2016	conventional
2016-10	1.51	MiamiFtLauderdale	2016	conventional
2016-09	0.97	MiamiFtLauderdale	2016	conventional
2016-08	1.25	MiamiFtLauderdale	2016	conventional
2016-07	0.96	MiamiFtLauderdale	2016	conventional
2016-06	0.99	MiamiFtLauderdale	2016	conventional
2016-05	0.79	MiamiFtLauderdale	2016	conventional
2016-04	1.15	MiamiFtLauderdale	2016	conventional
2016-03	1.16	MiamiFtLauderdale	2016	conventional
2016-02	0.59	MiamiFtLauderdale	2016	conventional
2016-01	1.13	MiamiFtLauderdale	2016	conventional
2016-12	1.2	Midsouth	2016	conventional
2016-11	1.54	Midsouth	2016	conventional
2016-10	1.38	Midsouth	2016	conventional
2016-09	1.2	Midsouth	2016	conventional
2016-08	1.3	Midsouth	2016	conventional
2016-07	1.15	Midsouth	2016	conventional
2016-06	1.14	Midsouth	2016	conventional
2016-05	0.99	Midsouth	2016	conventional
2016-04	1.07	Midsouth	2016	conventional
2016-03	1.1	Midsouth	2016	conventional
2016-02	0.91	Midsouth	2016	conventional
2016-01	1.01	Midsouth	2016	conventional
2016-12	0.96	Nashville	2016	conventional
2016-11	1.31	Nashville	2016	conventional
2016-10	1.15	Nashville	2016	conventional
2016-09	0.73	Nashville	2016	conventional
2016-08	1.12	Nashville	2016	conventional
2016-07	0.87	Nashville	2016	conventional
2016-06	0.88	Nashville	2016	conventional
2016-05	0.81	Nashville	2016	conventional
2016-04	0.95	Nashville	2016	conventional
2016-03	0.97	Nashville	2016	conventional
2016-02	0.77	Nashville	2016	conventional
2016-01	0.98	Nashville	2016	conventional
2016-12	1.05	NewOrleansMobile	2016	conventional
2016-11	1.49	NewOrleansMobile	2016	conventional
2016-10	1.29	NewOrleansMobile	2016	conventional
2016-09	0.94	NewOrleansMobile	2016	conventional
2016-08	1.13	NewOrleansMobile	2016	conventional
2016-07	0.93	NewOrleansMobile	2016	conventional
2016-06	0.89	NewOrleansMobile	2016	conventional
2016-05	0.58	NewOrleansMobile	2016	conventional
2016-04	0.89	NewOrleansMobile	2016	conventional
2016-03	0.97	NewOrleansMobile	2016	conventional
2016-02	0.58	NewOrleansMobile	2016	conventional
2016-01	0.86	NewOrleansMobile	2016	conventional
2016-12	1.52	NewYork	2016	conventional
2016-11	1.93	NewYork	2016	conventional
2016-10	1.72	NewYork	2016	conventional
2016-09	1.47	NewYork	2016	conventional
2016-08	1.54	NewYork	2016	conventional
2016-07	1.53	NewYork	2016	conventional
2016-06	1.47	NewYork	2016	conventional
2016-05	1.22	NewYork	2016	conventional
2016-04	1.31	NewYork	2016	conventional
2016-03	1.24	NewYork	2016	conventional
2016-02	0.95	NewYork	2016	conventional
2016-01	1.07	NewYork	2016	conventional
2016-12	1.4	Northeast	2016	conventional
2016-11	1.71	Northeast	2016	conventional
2016-10	1.59	Northeast	2016	conventional
2016-09	1.4	Northeast	2016	conventional
2016-08	1.47	Northeast	2016	conventional
2016-07	1.41	Northeast	2016	conventional
2016-06	1.35	Northeast	2016	conventional
2016-05	1.12	Northeast	2016	conventional
2016-04	1.18	Northeast	2016	conventional
2016-03	1.21	Northeast	2016	conventional
2016-02	1.03	Northeast	2016	conventional
2016-01	1.07	Northeast	2016	conventional
2016-12	1.12	NorthernNewEngland	2016	conventional
2016-11	1.47	NorthernNewEngland	2016	conventional
2016-10	1.52	NorthernNewEngland	2016	conventional
2016-09	1.38	NorthernNewEngland	2016	conventional
2016-08	1.41	NorthernNewEngland	2016	conventional
2016-07	1.29	NorthernNewEngland	2016	conventional
2016-06	1.18	NorthernNewEngland	2016	conventional
2016-05	1.02	NorthernNewEngland	2016	conventional
2016-04	0.99	NorthernNewEngland	2016	conventional
2016-03	1.08	NorthernNewEngland	2016	conventional
2016-02	0.97	NorthernNewEngland	2016	conventional
2016-01	0.96	NorthernNewEngland	2016	conventional
2016-12	0.97	Orlando	2016	conventional
2016-11	1.47	Orlando	2016	conventional
2016-10	1.45	Orlando	2016	conventional
2016-09	0.97	Orlando	2016	conventional
2016-08	1.23	Orlando	2016	conventional
2016-07	0.93	Orlando	2016	conventional
2016-06	0.97	Orlando	2016	conventional
2016-05	0.76	Orlando	2016	conventional
2016-04	1.05	Orlando	2016	conventional
2016-03	1.08	Orlando	2016	conventional
2016-02	0.58	Orlando	2016	conventional
2016-01	1.11	Orlando	2016	conventional
2016-12	1.54	Philadelphia	2016	conventional
2016-11	1.86	Philadelphia	2016	conventional
2016-10	1.61	Philadelphia	2016	conventional
2016-09	1.3	Philadelphia	2016	conventional
2016-08	1.45	Philadelphia	2016	conventional
2016-07	1.47	Philadelphia	2016	conventional
2016-06	1.44	Philadelphia	2016	conventional
2016-05	1.21	Philadelphia	2016	conventional
2016-04	1.28	Philadelphia	2016	conventional
2016-03	1.33	Philadelphia	2016	conventional
2016-02	0.96	Philadelphia	2016	conventional
2016-01	1.19	Philadelphia	2016	conventional
2016-12	0.63	PhoenixTucson	2016	conventional
2016-11	1.0	PhoenixTucson	2016	conventional
2016-10	1.03	PhoenixTucson	2016	conventional
2016-09	0.64	PhoenixTucson	2016	conventional
2016-08	0.64	PhoenixTucson	2016	conventional
2016-07	0.77	PhoenixTucson	2016	conventional
2016-06	0.67	PhoenixTucson	2016	conventional
2016-05	0.62	PhoenixTucson	2016	conventional
2016-04	0.61	PhoenixTucson	2016	conventional
2016-03	0.51	PhoenixTucson	2016	conventional
2016-02	0.55	PhoenixTucson	2016	conventional
2016-01	0.62	PhoenixTucson	2016	conventional
2016-12	1.27	Pittsburgh	2016	conventional
2016-11	1.25	Pittsburgh	2016	conventional
2016-10	1.3	Pittsburgh	2016	conventional
2016-09	1.23	Pittsburgh	2016	conventional
2016-08	1.37	Pittsburgh	2016	conventional
2016-07	1.36	Pittsburgh	2016	conventional
2016-06	1.38	Pittsburgh	2016	conventional
2016-05	0.92	Pittsburgh	2016	conventional
2016-04	1.26	Pittsburgh	2016	conventional
2016-03	1.18	Pittsburgh	2016	conventional
2016-02	1.18	Pittsburgh	2016	conventional
2016-01	1.27	Pittsburgh	2016	conventional
2016-12	1.09	Plains	2016	conventional
2016-11	1.55	Plains	2016	conventional
2016-10	1.37	Plains	2016	conventional
2016-09	1.1	Plains	2016	conventional
2016-08	1.17	Plains	2016	conventional
2016-07	1.05	Plains	2016	conventional
2016-06	0.93	Plains	2016	conventional
2016-05	0.97	Plains	2016	conventional
2016-04	1.04	Plains	2016	conventional
2016-03	1.06	Plains	2016	conventional
2016-02	0.83	Plains	2016	conventional
2016-01	0.94	Plains	2016	conventional
2016-12	1.0	Portland	2016	conventional
2016-11	1.35	Portland	2016	conventional
2016-10	0.83	Portland	2016	conventional
2016-09	1.01	Portland	2016	conventional
2016-08	0.96	Portland	2016	conventional
2016-07	0.98	Portland	2016	conventional
2016-06	0.78	Portland	2016	conventional
2016-05	0.76	Portland	2016	conventional
2016-04	0.79	Portland	2016	conventional
2016-03	0.83	Portland	2016	conventional
2016-02	0.72	Portland	2016	conventional
2016-01	0.75	Portland	2016	conventional
2016-12	1.31	RaleighGreensboro	2016	conventional
2016-11	1.53	RaleighGreensboro	2016	conventional
2016-10	1.36	RaleighGreensboro	2016	conventional
2016-09	1.27	RaleighGreensboro	2016	conventional
2016-08	1.31	RaleighGreensboro	2016	conventional
2016-07	1.14	RaleighGreensboro	2016	conventional
2016-06	1.11	RaleighGreensboro	2016	conventional
2016-05	1.06	RaleighGreensboro	2016	conventional
2016-04	1.13	RaleighGreensboro	2016	conventional
2016-03	1.08	RaleighGreensboro	2016	conventional
2016-02	0.86	RaleighGreensboro	2016	conventional
2016-01	0.92	RaleighGreensboro	2016	conventional
2016-12	1.18	RichmondNorfolk	2016	conventional
2016-11	1.39	RichmondNorfolk	2016	conventional
2016-10	1.19	RichmondNorfolk	2016	conventional
2016-09	1.11	RichmondNorfolk	2016	conventional
2016-08	1.1	RichmondNorfolk	2016	conventional
2016-07	0.99	RichmondNorfolk	2016	conventional
2016-06	0.98	RichmondNorfolk	2016	conventional
2016-05	0.95	RichmondNorfolk	2016	conventional
2016-04	1.03	RichmondNorfolk	2016	conventional
2016-03	0.99	RichmondNorfolk	2016	conventional
2016-02	0.78	RichmondNorfolk	2016	conventional
2016-01	0.96	RichmondNorfolk	2016	conventional
2016-12	1.17	Roanoke	2016	conventional
2016-11	1.39	Roanoke	2016	conventional
2016-10	1.13	Roanoke	2016	conventional
2016-09	1.01	Roanoke	2016	conventional
2016-08	1.04	Roanoke	2016	conventional
2016-07	0.99	Roanoke	2016	conventional
2016-06	0.96	Roanoke	2016	conventional
2016-05	0.87	Roanoke	2016	conventional
2016-04	0.97	Roanoke	2016	conventional
2016-03	0.98	Roanoke	2016	conventional
2016-02	0.91	Roanoke	2016	conventional
2016-01	0.91	Roanoke	2016	conventional
2016-12	1.29	Sacramento	2016	conventional
2016-11	1.78	Sacramento	2016	conventional
2016-10	1.35	Sacramento	2016	conventional
2016-09	1.32	Sacramento	2016	conventional
2016-08	1.37	Sacramento	2016	conventional
2016-07	1.24	Sacramento	2016	conventional
2016-06	1.17	Sacramento	2016	conventional
2016-05	1.06	Sacramento	2016	conventional
2016-04	1.05	Sacramento	2016	conventional
2016-03	1.13	Sacramento	2016	conventional
2016-02	0.91	Sacramento	2016	conventional
2016-01	0.96	Sacramento	2016	conventional
2016-12	0.85	SanDiego	2016	conventional
2016-11	1.68	SanDiego	2016	conventional
2016-10	1.09	SanDiego	2016	conventional
2016-09	1.06	SanDiego	2016	conventional
2016-08	1.14	SanDiego	2016	conventional
2016-07	1.04	SanDiego	2016	conventional
2016-06	0.83	SanDiego	2016	conventional
2016-05	0.68	SanDiego	2016	conventional
2016-04	0.9	SanDiego	2016	conventional
2016-03	0.81	SanDiego	2016	conventional
2016-02	0.61	SanDiego	2016	conventional
2016-01	0.65	SanDiego	2016	conventional
2016-12	1.52	SanFrancisco	2016	conventional
2016-11	2.07	SanFrancisco	2016	conventional
2016-10	1.52	SanFrancisco	2016	conventional
2016-09	1.47	SanFrancisco	2016	conventional
2016-08	1.49	SanFrancisco	2016	conventional
2016-07	1.41	SanFrancisco	2016	conventional
2016-06	1.35	SanFrancisco	2016	conventional
2016-05	0.99	SanFrancisco	2016	conventional
2016-04	1.12	SanFrancisco	2016	conventional
2016-03	1.29	SanFrancisco	2016	conventional
2016-02	0.89	SanFrancisco	2016	conventional
2016-01	0.93	SanFrancisco	2016	conventional
2016-12	1.23	Seattle	2016	conventional
2016-11	1.43	Seattle	2016	conventional
2016-10	0.89	Seattle	2016	conventional
2016-09	1.13	Seattle	2016	conventional
2016-08	1.11	Seattle	2016	conventional
2016-07	1.1	Seattle	2016	conventional
2016-06	0.86	Seattle	2016	conventional
2016-05	0.82	Seattle	2016	conventional
2016-04	0.86	Seattle	2016	conventional
2016-03	0.88	Seattle	2016	conventional
2016-02	0.75	Seattle	2016	conventional
2016-01	0.89	Seattle	2016	conventional
2016-12	1.09	SouthCarolina	2016	conventional
2016-11	1.5	SouthCarolina	2016	conventional
2016-10	1.3	SouthCarolina	2016	conventional
2016-09	1.03	SouthCarolina	2016	conventional
2016-08	1.17	SouthCarolina	2016	conventional
2016-07	0.95	SouthCarolina	2016	conventional
2016-06	0.94	SouthCarolina	2016	conventional
2016-05	0.76	SouthCarolina	2016	conventional
2016-04	1.05	SouthCarolina	2016	conventional
2016-03	1.06	SouthCarolina	2016	conventional
2016-02	0.69	SouthCarolina	2016	conventional
2016-01	1.03	SouthCarolina	2016	conventional
2016-12	0.76	SouthCentral	2016	conventional
2016-11	1.16	SouthCentral	2016	conventional
2016-10	1.01	SouthCentral	2016	conventional
2016-09	0.78	SouthCentral	2016	conventional
2016-08	0.93	SouthCentral	2016	conventional
2016-07	0.91	SouthCentral	2016	conventional
2016-06	0.83	SouthCentral	2016	conventional
2016-05	0.71	SouthCentral	2016	conventional
2016-04	0.74	SouthCentral	2016	conventional
2016-03	0.78	SouthCentral	2016	conventional
2016-02	0.7	SouthCentral	2016	conventional
2016-01	0.79	SouthCentral	2016	conventional
2016-12	0.99	Southeast	2016	conventional
2016-11	1.44	Southeast	2016	conventional
2016-10	1.38	Southeast	2016	conventional
2016-09	0.96	Southeast	2016	conventional
2016-08	1.18	Southeast	2016	conventional
2016-07	0.91	Southeast	2016	conventional
2016-06	0.91	Southeast	2016	conventional
2016-05	0.75	Southeast	2016	conventional
2016-04	1.04	Southeast	2016	conventional
2016-03	1.07	Southeast	2016	conventional
2016-02	0.62	Southeast	2016	conventional
2016-01	1.06	Southeast	2016	conventional
2016-12	1.4	Spokane	2016	conventional
2016-11	1.48	Spokane	2016	conventional
2016-10	0.87	Spokane	2016	conventional
2016-09	1.12	Spokane	2016	conventional
2016-08	1.16	Spokane	2016	conventional
2016-07	1.09	Spokane	2016	conventional
2016-06	0.87	Spokane	2016	conventional
2016-05	0.86	Spokane	2016	conventional
2016-04	0.92	Spokane	2016	conventional
2016-03	0.91	Spokane	2016	conventional
2016-02	0.74	Spokane	2016	conventional
2016-01	0.9	Spokane	2016	conventional
2016-12	1.1	StLouis	2016	conventional
2016-11	1.25	StLouis	2016	conventional
2016-10	1.16	StLouis	2016	conventional
2016-09	1.16	StLouis	2016	conventional
2016-08	0.85	StLouis	2016	conventional
2016-07	0.76	StLouis	2016	conventional
2016-06	0.83	StLouis	2016	conventional
2016-05	0.79	StLouis	2016	conventional
2016-04	0.94	StLouis	2016	conventional
2016-03	0.96	StLouis	2016	conventional
2016-02	0.87	StLouis	2016	conventional
2016-01	1.0	StLouis	2016	conventional
2016-12	1.64	Syracuse	2016	conventional
