likes,reposts,text,I
2051,107,"Умные и проницательные люди редко бывают открытыми и доброжелательными, потому что умные и проницательные люди всегда видят тебя насквозь вместе с твоими нелицеприятными мыслями. После этого доброжелательности у них резко убавляется. 
 
А. Маринина",False
3006,134,"Всю жизнь я страдаю оттого, что думаю о людях хорошо. 
 
Братья Стругацкие.",True
3570,164,"В конце концов, ты вспомнишь не слова врагов, а молчание друзей. 
 
Мартин Лютер Кинг",False
2900,111,"Но мне кажется, что куда бы я ни поехал, я всегда буду скучать по людям, которых оставил. 

 
""Мальчик в полосатой пижаме""",True
2482,98,"На протяжении всей моей жизни, я всегда боюсь потерять людей, которых я люблю... 
Иногда я задаюсь вопросом, есть ли хоть кто-то, кто так же боится потерять меня? (с)",True
2655,118,"— Ваши недостатки? 
— Неразговорчив. 
— Ваши достоинства? 
— Не болтлив.",False
3267,106,"Оттого что человек умер, его нельзя перестать любить, черт побери, особенно если он был лучше всех живых, понимаешь?

Дж. Д. Сэлинджер ""Над пропастью вл ржи""",False
2450,99,"В неприятных воспоминаниях есть одна хорошая сторона: они убеждают человека в том,что он теперь счастлив , даже если секунду назад он в это не верил. 

Э.М.Ремарк: ""Ночь в Лиссабоне""",False
4316,193,"Я смотрела на всех этих глупых девчонок, выскакивающих за первого встречного, с которым, как им казалось, они смогут жить. И, видимо, ждала человека, без которого жить не смогу.

Нора Дойль",True
1966,77,"Клянусь всеми богами, ее глаза блестели ярче всех звезд.

""Осколки""  Бризин Корпс.",False
4606,196,"Спектакль отменяется, нас всех тошнит. 
 
Хармс",False
3634,91,"Ни один человек не может стать более чужим, чем тот, кого ты в прошлом любил. 
 
Эрих Мария Ремарк ""Триумфальная арка""",False
3571,91,"Когда мы встретимся, клянусь, буду обнимать тебя часа два (с)",False
2501,76,"Когда вы мне говорите о своей любви, я как-то тупею и не знаю, что говорить. Простите, я ничего не могу сказать вам. 
 
А.П. Чехов",True
3252,141,"Что я для тебя, тем и ты будешь для меня. 
 
Генрих Манн.",True
2843,95,"Я очень много времени провел на остановках, я знаю что такое — ждать. (с)",True
4381,217,"Невозможно «пить мало», «курить редко», «изменять жене в пределах разумного». Нет «золотой середины» при определении степени порочности. Нельзя деградировать в меру. 
 
Олег Торсунов",False
1734,55,"— Мне нужно поговорить, а слушать меня некому. Я не могу говорить со стенами, они кричат на меня. Я не могу говорить с женой, она слушает только стены. Я хочу, чтобы кто-нибудь выслушал меня. И если я буду говорить долго, то, может быть, и договорюсь до чего-нибудь разумного. А ещё я хочу, чтобы вы научили меня понимать то, что я читаю.

""451 градус по Фаренгейту""  Рэй Брэдбери",True
1801,50,"Мысль о самоубийстве — сильное утешительное средство: с ней благополучно переживаются иные мрачные ночи. 

Ф. Ницше ""По ту сторону добра и зла""",False
4141,156,"- Думаешь, я стал бы весь вечер дожидаться кого-нибудь, кроме тебя?
-Думаешь, я вернулась бы сегодня к кому-нибудь, кроме тебя?

Джон Фаулз, ""Волхв""",True
1401,60,"Чудно: от кошмаров обычно просыпаются, а у Лэнгдона было ощущение, что он, проснувшись, погрузился в новый.

Ден Браун ""Инферно """,False
1181,22,"Она поняла, что женщина может позволить себе обращаться с мужем так, как не может обращаться с братом младшая сестра.

Джейн Остин ""Гордость и предупреждение""",False
1847,75,"Я знаю, ты не сможешь быть счастливой, не сможешь себя уважать, если не будешь ценить своего мужа - смотреть на него снизу вверх.

Джейн Остин ""Гордость и предупреждение""",True
2721,102,"Мы лежали на траве и целовались. Смейтесь, смейтесь. Да, всего лишь лежали и целовались. Сейчас вы, молодежь, делитесь друг с другом своими телами, забавляетесь ими, отдаетесь целиком, а нам это было недоступно. Но знайте: при этом вы жертвуете тайнами драгоценной робости. Вымирают не только редкие виды животных, но и редкие виды чувств.

Джон Фаулз - Волхв",False
2604,137,"Раскаяние - самая бесполезная вещь на свете. Вернуть ничего нельзя. Ничего нельзя исправить. Иначе всё мы были бы святыми. Жизнь не имела в виду сделать нас совершенными. Тому, кто совершеннее, место в музее.

Эрих Мария Ремарк ""Триумфальная арка""",False
1358,41,"Я знал самую красивую женщину, вы таких женщин не видели никогда и не увидите, я, честно говоря, тоже больше не встречу – статистика подсказывает.

Франц Вертфоллен. ""Заурядные письма священника своей мертвой жене""",True
1129,32,"Девушка пела потрясающе. Так не поют для масс, так не поют для людей. Так поют либо богу… либо богу.

Франц Вертфоллен. ""Заурядные письма священника своей мертвой жене""",False
3129,145,"Пусть она думает обо мне лучше, чем я на самом деле, и тогда я буду и в самом деле лучше

Э. Хемингуэй ""Старик и море""",True
1751,60,"Он обрел вечную жизнь... Пока люди произносят твое имя, ты не умер.

Дэн Браун ""Инферно""",False
1834,72,"Чем больше я наблюдаю мир, тем меньше он мне нравится.

Джейн Остен ""Гордость и предубеждение""",True
2145,76,"Вдруг так тихо сделалось,в моём мире без тебя.

Януш Леон Вишневский ""Одиночество в сети""",False
3216,104,"Моя проблема в том, что ты - ее решение. 

Ф. Бегбедер ""Любовь живет три года""",False
2702,94,"Человек: по-настоящему он дорожит только тем, что у него отнято.

Эрих Мария Ремарк «Черный обелиск»",False
97,0,"Друзья, немного в новом формате будут выходить теперь посты в инстаграме М. (@m.vk.official)  У кого есть красивые фотографии с цитатами из книг, скидывайте в директ группы, или в директ моего личного инстаграма (@megichikobava)  Всё буду просматривать,  лучшее - выкладывать)  и спасибо всем за помощь!  Вы всегда благодарите меня, но без вас не было бы и группы! Поэтому спасибо Вам!! Мы все вместе и есть одна большая группа!

https://www.instagram.com/m.vk.official/",False
2823,75,"Нет ничего тягостнее сознания только что сделанной глупости.

И. Тургенев",False
3013,193,"Одно из преимуществ возраста в том, что объектов, вызывающих любопытство, становится все меньше.

Х. Мураками ""Ничья на карусели""",False
3559,122,"Как любая красивая девочка, выращенная в заботе и любви, а в результате безнадежно испорченная, она виртуозно и талантливо умела ранить чувства других людей...

Х. Мураками ""Ничья на карусели""",False
2129,100,"Главное – это любовь и понимание, сколь бы избито ни звучали эти слова.

Х. Мураками ""Ничья на карусели""",False
2496,92,"Все — таки привычка удивительная вещь. Стоит лишиться крошечной детали, как тут же начинает казаться, будто весь мир бросил тебя на произвол судьбы.

Х. Мураками ""Ничья на карусели""",False
2278,62,"Она была из тех девушек, на которых сразу не обратишь внимания, зато потом они нравятся всё больше и больше.

Х. Мураками ""Ничья на карусели""",False
1778,108,"— У вас больной вид, — вынес вердикт он.
— Отравление.
— Чем?
— Реальностью.

К. Р. Сафон «Игра ангела»",False
1526,47,"Я подумал, что она впервые смотрит на меня. Но потом, когда она обернулась, и я снова спиной почувствовал на себе ее лёгкий и пристальный взгляд, понял, что это я сам впервые посмотрел на неё.

Гарсиа Маркес ""Глаза голубой собаки""",True
2722,97,"Может через пару тысяч лет…
Ты увидишь след моих комет…

Z.",False
2673,123,"Люди просто хотят любви... внимания и понимания. Люди просто хотят быть с тем, с кем тепло и светло душе.

Аневито Кем",False
1944,140,"-Кто-то из вас может сказать:
 ""Радость больше, чем печаль!"". Другие скажут: ""Нет, горе - больше!"".  Но я скажу вам - они неразлучны. Вместе пришли они, нас коснулись едва, и, когда одна из них сидит с тобой за столом, помни - другая спит на твоей кровати. 

Джебран Халиль Джебран",True
1867,72,"У меня был друг, который говорил, что проблемы похожи на тараканов – зажги свет, и они так и прыснут в разные стороны.

К. Р. Сафон ""Марина""",False
143,1,"Ребята, кому удобнее следить за новостями  в инстаграме,  приглашаю вас в М.  👉  @m.vk.official

( https://www.instagram.com/m.vk.official/)",False
2170,83,"Порой, наша жизнь может так измениться, что мы даже не заметим; для нас это будут лишь секунды. 
 
Дэйвид Хилл , ""Узник свободы""",False
5120,248,"Говорить женщине, что её обиды и боль не имеют никаких причин, - это, возможно, самое худшее из того, что может сказать мужчина 

Джон Грей ""Мужчины с Марса, женщины с Венеры""",False
3282,119,"Словно нашел то, что давно искал, а оно оказалось совершенно ненужным и вдобавок сломанным.

Г.Л. Олди",False
1611,43,"Любовь-это самая оглупляющая сила из всех, что только существуют в жизни человеческих существ. Оглупляющая до такой степени, что влюбленный впадает в трясучку и начинает пускать слюни. Пускать слюни, словно кретин. 

Сальвадор Дали",False
2251,130,"Я ненавижу телефоны, потому что тогда я не могу смотреть в глаза тому, с кем разговариваю. Я забываю всё, что мне говорят по телефону. Я не люблю телефонной болтовни. Телефон нужно использовать только для информации типа: «Встретимся в пол-четвёртого» или: «Приходи — мой дом горит».

Кит Ричардс",True
2948,104,"Глупая она. С умными девушками это иногда случается. 

Джон Фаулз.",False
2349,120,"Девушка улыбнулась.

– А ты любишь тайны?

Я кивнул. Если бы она спросила, люблю ли я мышьяк, я бы тоже кивнул. 

К. Р. Сафон ""Марина""",True
1037,33,"...
И становится с каждой минутой яснее,
Что всё ближе и ближе седые дожди.
И что осень уже неизбежна, а с нею...
Август - время моё, не спеши, подожди!

Ирина Снегова",False
995,47,"Приснился бы! Хоть мельком, в кой-то раз...
Как странно явь господствует над снами,
Что снятся нам обидевшие нас
И никогда - обиженные нами.

Из гордости... Не снятся нам они,
Чтоб нашего смущения не видеть...
А может быть, чтоб, боже сохрани,
Нас в этих снах случайно не обидеть.

Ирина Снегова",False
2578,96,"Я вообще ничего не сделал. Я даже пальцем не шевельнул. А могло бы и получиться, если бы сильно захотел.

Харуки Мураками. Пинбол-1973",True
1525,38,"При неудаче всё кажется глупо! 
 
Фёдор Достоевский «Преступление и наказание»",False
1600,46,"Это совершенно неважно. Вот почему это так интересно. 
 
Агата Кристи",False
1431,49,"Бывают трагедии, которые люди постигают чувством, но не могут охватить разумом. 
 
Александр Дюма «Граф Монте Кристо»",False
1895,52,"Она входила в калитку один раз, а биений сердца до этого я испытывал не менее десяти... 
 
Михаил Булгаков «Мастер и Маргарита»",True
2139,68,"_ Как вы поздно!
_А вы скучали по мне?
_Ужасно!
_Жаль,я не знал.а то бы я еще больше  задержался.

Оскар Уайльд ""Идеальный муж""",True
2456,144,"Что-то подошло к концу .Начинается новая эпоха.А сейчас промежуточное время.Пауза.

Рик Янси '' Бесконечное море''",False
3454,172,"Женщины замечают в мужчине красоту только тогда, когда замечают силу; если женщина влюбляется в мужчину потому, что он красавчик, в ней есть какой-то изъян. 
 
Рональд Лафайет Хаббард «Страх»",False
1881,104,"Стремление быть всегда правым — признак вульгарного ума. 
 
Альбер Камю",False
2279,127,"Готовую булочку не испечь заново. 
 
Стивен Кинг. Бессонница",False
2716,100,"Уйди в тишину и поймешь, кому нужен. (с)",False
3638,117,"Говорят,на выздоровление после любовной истории нужна половина времени,которое ушло на нее саму. А потом просыпаешься однажды утром и обнаруживаешь,что вся тяжесть прошлого по какому-то волшебству исчезла. Вы не представляете,какую легкость при этом ощущаешь. 

Марк Леви "" Встретиться вновь""",False
2556,57,"Женщины придают слишком большое значение единственному восхищенному взгляду. 
 
Джейн Остин ""Гордость и предубеждение""",False
1623,42,"— Когда тебя хотят достать, метят по тем кого ты любишь. 
 
Марио Пьюзо. Крестный отец",False
2256,79,"Нет ничего более трудного, как распознать хороший арбуз и порядочную женщину. 
 
Иван Бунин ""В Париже""",False
2850,103,"Не уродина, а просто расстроенная и уставшая богиня. 
 
Филис Каст, Кристин Каст «Избранная»",False
1337,76,"В основании всех человеческих добродетелей лежит глубочайший эгоизм. 
 
Федор Михайлович Достоевский. Униженные и оскорбленные",False
1065,34,"Лучше обнаружить свой ум в молчании, нежели в разговорах. 
 
Артур Шопенгауэр",False
1899,63,"Мы встретимся там, где нет темноты. 
 
Дж. Оруэлл ""1984""",False
1443,42,"Чем дальше ты отдаляешь от меня - тем ближе я хочу быть к тебе. 
 
В.Уэйт ""Любовь по Гринвичу""",True
916,28,"Кто молчать не умеет, тот и говорить не способен. 
 
Луций Анней Сенека",False
1522,69,"Среди ночи иль дня оставайся един в своей воле: 
не бери на себя душе чуждые роли и боли. 

Аневито Кем",False
4074,156,"Многое мы охотно бросили бы, если бы не боязнь, что кто-нибудь другой это подберёт.

О.Уайльд ""Портрет Дориана Грея""",False
2960,84,"Ведь вся прелесть прошлого в том, что оно - прошлое. А женщины никогда не замечают, что занавес опустился. Им непременно подавай шестой акт! Они желают продолжать спектакль, когда всякий интерес к нему уже пропал.

О.Уайльд ""Портрет Дориана Грея""",False
2497,110,"Мне нравятся, девочка, твои глаза. Грустные, что у чересчур умного ребёнка. 
Влюблённые. 
Различающие нюансы глаза.

Франц Вертфоллен, ""Из гестапо с любовью""",False
1707,54,"Ведь даже с самыми дурными привычками трудно бывает расстаться. Пожалуй, труднее всего именно с дурными. Они - существенная часть нашего ""я"".

О.Уайльд ""Портрет Дориана Грея*",False
4711,222,"Моложе, чем сегодня вечером, тебе уже не стать. 

Чак Паланик",False
1536,41,"Я не знаю, что сказать. Существует некий ответ вам, но я не могу его найти.

Оскар Уайльд «Портрет Дориана Грея»",True
1806,74,"Небо синее, море синее, моя душа синяя.

Андре Моруа. Сентябрьские розы",False
4208,178,"— Какой выбор верный? 
— Тот, от которого больно. 

М.Стивотер ""Баллада""",False
1976,83,"Нет смысла в существовании, если радости от него у тебя нет.

В. Красовский. ""Запретное счастье""",False
1443,48,"Мир есть госпиталь для неизлечимых. 
 
Артур Шопенгауэр",False
1118,50,"Мир, в котором люди повсеместно ""тыкают"" друг другу, есть мир не всеобщей дружбы, а всеобщего неуважения. 
 
Милан Кундера. ""Шутка"".",False
1675,65,"Тревога — это легкое отвращение перед будущим. 
 
Альбер Камю. Чума",False
956,30,"Не переношу устраивать события и режиссировать. Это ужасно... Нельзя подделывать настоящее. Люблю правду и только правду показываю... 
 
Анри Картье-Брессон",False
1449,52,"Если сравнивать людей с дождем, то я - мелкая морось, а она - ураган. 
 
Джон Грин. В поисках Аляски.",True
1193,41,"Иной раз так тяжело знать. Тем более, когда от знания человек ничего не приобретает. 
Я тоже знал, но предпочел забыть 
 
Пьер Паоло Пазолини ""Царь Эдип""",False
1195,49,"Не беспокойся о том, что люди тебя не знают, но беспокойся о том, что ты не знаешь людей. 
 
Конфуций",False
1509,47,"Ни один человек на свете, будь то мужчина или женщина, не видит себя в зеркале таким, каков он на самом деле. 
 
К.Маккалоу ""Поющие в терновнике""",False
2895,106,"Я думал, будто ищу любовь, пока в один прекрасный день не понял, что хочется мне прямо противоположного - держаться от нее подальше. 
 
Фредрик Бегбедер",True
2339,56,"Нас всегда заменяют другими . 
 
Владимир Высоцкий",False
1838,77,"Когда человек, говорящий с тобою, рассуждает неразумно, — говори с ним ласково и соглашайся.

Даниил Хармс",False
2474,118,"Так много в вас величия,
Что не видать души.
Горды  до неприличия,
До тошноты пусты.

Элис Романова",False
2296,98,"Люди - куда более страшный яд, нежели водка и табак. 

Э.Ремарк ""Три товарища""",False
3495,133,"Я очень тосковал, но хуже всего было делать вид, что не тоскуешь.

Януш Леон Вишневский ""Аритмия чувств""",True
1412,48,"Когда душа полна мрака, в ней зреет грех. Виновен не тот, кто грешит, а тот, кто порождает мрак.

Гюго"" Отверженные """,False
3788,97,"Как это жалко, наверно, смотрится — когда женщина живёт мужчиной, которого нет рядом.

Эльчин Сафарли ""Если бы ты знал""",False
2370,83,"Я, слава богу, свободен. Ах, до чего же я свободен. Моя душа — великолепная пустота.

Жан-Поль Сартр. Мухи",True
1705,75,"Я знаю, как на мед садятся мухи.
Я знаю смерть, что рыщет всё губя.
Я знаю книги, истины и слухи.
Я знаю всё, но только не себя.

Франсуа Вийон",True
2182,47,"К мужчинам,с которыми я была близка, у меня всегда сохраняется чувство нежности,чем бы наша связь не кончилась.

Франсуаза Саган – ""Ангел-хранитель """,True
1846,75,"Он никогда особенно не ссорился с этой женщиной, а с теми, которых любил, ссорился так часто, что под конец ржавчина ссор неизменно разъедала всё, что связывало их. Он слишком сильно любил, слишком многого требовал и в конце концов оставался ни с чем.

 Эрнест Хемингуэй, ""Снега Килиманджаро",False
2522,59,"...ради этого человека я пожертвовала всей своей жизнью, а для него я была только мухой, от которой лениво отмахиваются.

Стефан Цвейг. Двадцать четыре часа из жизни женщины",True
1470,39,"Привязанности нашей молодежи 
Не в душах, а в концах ресниц, похоже.

Уильям Шекспир ""Ромео и Джульетта""",False
2636,95,"Одиноким бываешь только тогда, когда на это есть время. 

Януш Леон Вишневский «Одиночество в сети»",False
1617,57,"Если бы женщины не любили вас, мужчин, за ваши недостатки, что было бы с вами? Ни одному мужчине не удалось бы жениться, все вы остались бы несчастными холостяками.

Оскар Уайльд ""Портрет Дориана Грея""",False
1181,72,"Поверь - когда злых помыслов в нас нет, 
Нам ничего не следует бояться.
Зло ближнему - вот где источник бед,
И только зла нам нужно всем пугаться.

Алигьери Данте. Божественная комедия.",False
2702,96,"Но уж таков человек: по-настоящему он дорожит только тем, что у него отнято.

Эрих Мария Ремарк. ""Чёрный Обелиск""",False
2111,91,"— Кому, спрашиваю, читаешь? 
— Никому. Себе. 
— А чего же в голос? 
— Так ведь стихи. 
 
Борис Васильев 
«А зори здесь тихие...»",False
1432,32,"Я слишком хорошо знал - всякая любовь хочет быть вечной, в этом и состоит её вечная мука. Но ведь нет ничего прочного, ничего. 

Эрих Мария Ремарк ""Три товарища""",True
3028,140,"Скромность и добросовестность вознаграждаются только в романах. В жизни же подобные качества, пока они кому-то нужны, используются до конца, а потом на них просто плюют. 

Эрих Мария Ремарк ""Три товарища""",False
2377,89,"Самые лучшие люди, они такие, да. Они не пристают к тебе, как липучки для мух.

Алан Брэдли ""Копчёная селёдка без горчицы""",False
2312,57,"Когда я очень люблю кого-нибудь, я никогда никому не называю его имени. Это всё равно что отдать другим какую-то частицу дорогого тебе человека.

Оскар Уайльд ""Портрет Дориана Грея""",True
1939,97,"«Если в мире все бессмысленно, — сказала Алиса, — что мешает выдумать какой-нибудь смысл?»

Льюис Кэрролл «Алиса в Стране чудес»",False
3483,155,"Ночью другая связь между людьми, и неважно, что происходит между ними днем.
 
Феликс Сапсай, «Ночью по Сети»",False
3325,144,"Я знаю один ответ: 
У разума есть выбор, у сердца - нет.

Аневито Кем",True
2065,86,"Каждый из нас носит в себе и ад и небо.

Оскар Уайльд ""Портрет Дориана Грея""",False
2512,104,"Каждый живёт, как хочет, и расплачивается за это сам.

Оскар Уайльд ""Портрет Дориана Грея""",False
3079,80,"Я найду её, свяжу и буду пытать, пока она не полюбит меня снова.

(Баффи)",True
3201,98,"Я был готов полюбить весь мир - но меня не поняли, и я научился ненавидеть. 

М. Ю. Лермонтов ""Герой нашего времени""",True
1210,31,"Я никогда не верил в действенность пытки словом. Но теперь начинаю верить. 
 
Амели Нотомб. ""Гигиена убийцы""",True
3652,155,"Нет ничего чудовищнее того, что мы можем внушить себе сами. 
 
Джон Эрнст Стейнбек ""Райские пастбища""",False
2534,87,"И, когда я говорю, что ты для меня самое любимое, пожалуй, это тоже не подлинная любовь; любовь — то, что ты для меня нож, которым я копаюсь в себе. 
 
Франц Кафка",True
2230,77,"Зашей глаза, пусть сердце станет глазом. 
 
Руми Джалаладдин",False
2254,112,,False
2662,93,"Сохрани мою тень. Не могу объяснить. Извини. 
 
И.Бродский ""Письма к стене""",False
3205,138,"Даже если бы нам стёрли память, я бы находил тебя снова и снова, чтобы остаться. 
 
""Вечное сияние чистого разума""",True
1966,58,"Ты есть во всех моих воспоминаниях. 
 
""Вечное сияние чистого разума""",False
1090,11,"Почему я влюбляюсь в каждую женщину, которая проявляет ко мне интерес? 
 
""Вечное сияние чистого разума""",True
2648,78,"Как же неприятно потратить на человека так много времени лишь для того, чтобы узнать, что он так и остался для тебя лишь посторонним. 
 
« Вечное сияние чистого разума»",False
2136,47,"Либо только со мной, либо уходи. 
 
""Вечное сияние чистого разума""",False
1586,44,"Когда двое встречаются, каждый в чём-то изменяет другого, так что в конце концов перед вами два новых человека 
 
Джон Стейнбек ""Зима тревоги нашей""",False
1420,63,"Если хочешь узнать человека получше, смотри не на то, как он обращается с равными, а на то, как он ведет себя с подчиненными. 
 
(Сириус Блэк)",False
1977,55,"Вся прелесть прошлого в том, что оно — прошлое.

Оскар Уайльд ""Портрет Дориана Грея""",False
2735,65,"Труднее всего исцелять ту любовь, которая вспыхнула с первого взгляда. 

Ж.Лабрюйер",False
1189,0,"Друзья!  Мои дорогие,  спасибо за помощь и исправление ошибок в группе! Вы большие молодцы!

А, и кстати, те,  кто пишет мне про каких-то ботов и накрутку - идите нахер, я даже не знаю как это делается. За всё существование М. на группу не было потрачено ни одной копейки, каждый находящийся тут человек подписан на группу самостоятельно!  Что лишний раз доказывает, что вы тут самые живые, самые настоящие, самые читающие и самые охринительные!!!  Спасибо!!",True
1707,78,"Что наша жизнь? Семьдесят лет, восемьсот сорок месяцев, три тысячи триста шестьдесят недель, двадцать три тысячи пятьсот двадцать дней, чтобы исполнить все наши мечты. С виду так много, а на практике - чертовски мало.

К.Флоренс ""Успей влюбиться""",False
2593,72,"Ты любишь всех, а любить всех — значит не любить никого. Тебе все одинаково безразличны.

Оскар Уайльд ""Портрет Дориана Грея""",False
1550,32,"Влюблённость начинается с того, что человек обманывает себя, а кончается тем, что он обманывает другого. 

Оскар Уайльд ""Портрет Дориана Грея""",False
1563,49,"Даже в воспоминании о счастье есть своя горечь, а память о минувших наслаждениях причиняет боль.

Оскар Уайльд ""Портрет Дориана Грея""",False
1462,40,"Влиять на другого человека — это значит передать ему свою душу.

Оскар Уайльд ""Портрет Дориана Грея""",False
1761,46,"Мы с тобой просто не сможем перестать любить друг друга - ведь Земля не может перестать вращаться вокруг Солнца.

Джоджо Мойес ""Последнее письмо от твоего любимого""",False
1567,38,"Между капризом и ""вечной любовью"" разница только та, что каприз длится несколько дольше.

Оскар Уайльд ""Портрет Дориана Грея""",False
1510,37,"Всегда!.. Какое ужасное слово! Я содрогаюсь, когда слышу его. Его особенно любят женщины. Они портят всякий роман, стремясь, чтобы он длился вечно.

Оскар Уайльд ""Портрет Дориана Грея""",True
2108,41,"Мужчины женятся от усталости, женщины выходят замуж из любопытства.

Оскар Уайльд ""Портрет Дориана Грея""",False
38,0,"ПО ВСЕМ ВОПРОСАМ! 😌
Всё, что касается группы М. тут: 
 
контакт - http://vk.com/ooioioioioo 
 
инстаграм группы - @m.vk.official 
https://www.instagram.com/m.vk.official/ 
 
инстаграм adm. - @megichikobava 
https://www.instagram.com/megichikobava/
 
Всё остальное - ОБМАН!!!",False
1154,0,ГРУППА НЕ ПРОДАЁТСЯ И ПРОДАВАТЬСЯ НЕ БУДЕТ!,False
3255,91,"Слёзы значат больше, чем улыбка. Потому что улыбаемся мы почти всем подряд, а плачем только из-за тех, кого любим. 
 
Одри Хепберн",False
1170,41,"Если люди перестанут упражнять свой ротовой аппарат, подумал он, у них начнут работать мозги.

Дуглас Адамс. ""Автостопом по Галактике""",False
2909,101,"Ты расплачиваешься несчастьями за будущее счастье. 

 Эльчин Сафарли. Туда без обратно",False
3826,133,"Что прикажете делать с человеком, который наделал всяких мерзостей, а потом рыдает. 

Антон Чехов. Из записных книжек 1891-1904",False
2341,49,"Что это со мной? - подумал он. - Я её больше не люблю.Я её ненавижу.

Джеймс Хэдли Чейз ""Опасные игры""",True
1449,48,"Может быть, это вполне естественно, когда человек, уничтоживший что-то, старается что-то создать и тем самым  восстановить в себе равновесие?

Джон Стейнбек ""Зима тревоги нашей""",False
2177,106,"Сердца, как цветы, — их нельзя открыть силой, они должны раскрыться сами.

Луиза Мэй Олкотт «Хорошие жёны»",False
1805,64,"Я не буду думать об этом сегодня, я подумаю об этом завтра

Маргарет Митчелл ""Унесенные ветром""",True
2155,84,"Работаю оператором в Теle2. звонят разные люди, у всех свои проблемы. у кого ""гудок"" не работает, у кого деньги списали, кто-то просто звонит и молчит… в среднем за день мне дозванивается около 300 абонентов, это около 7500 человек за месяц… но был один единственный звонок, который я, наверное,никогда не забуду… был уже поздний вечер, у меня хорошее настроение, конец смены) позвонил мужчина, лет 50. -""Компания Теле2, бла-бла-бла…» -""девушка,здравствуйте.посмотрите,когда с номера … последний раз звонки совершали.» проверяю пасп. данные, вижу,сим уже не пользуются несколько месяцев. решила предупредить, что если абон. не пользуется сим в течении 180 дней, то она будет блокирована. он перебил меня -да,да я знаю. это номер моей жены… молчание -вы меня слышите? -да,простите…это номер моей жены. дело в том, что она умерла 4 месяца назад… на похоронах я положил телефон рядом с ней. и каждый вечер в 9 часов звоню ей, слушаю эту дурацкую мелодию из к/ф бриллиантовая рука, которая,почему-то,ей так нравилась… а сегодня я услышал, что телефон абонента выключен… наверное,батарея села… я хотел попросить вас, чтоб вы сим не блокировали… не хочу позвонить и услышать в трубке другую мелодию или чужой голос, хочу,чтобы этот телефон всегда был рядом с ней… он заплакал, у меня мурашки по всему телу пробежали. я должна объяснить, что нужно, чтобы с этой сим хотя бы раз позвонили или смс отправили, но как бы это бредово звучало. не знаю, что сказать, понимаю,что ни чем, черт возьми, ему помочь не могу. начала успокаивать его -я понимаю… мне очень жаль… -девушка,вы не подумайте, что у меня с головой не все в порядке, просто я ее очень сильно люблю… бросил трубку… у меня слезы наворачивались, я была в ступоре… на линии очередь человек 30, а я сижу и плачу… только задуматься, насколько сильной бывает любовь, что даже осознавая, что уже ничего не вернуть, ничего не исправить, ты звонишь на номер уже в сотый раз и все надеешься… надеешься,что на том конце вновь услышишь любимый и до боли родной голос.",True
1078,27,"Придется отрезать ему голову и где-нибудь закопать....О Господи! Я это сказал или только подумал?

Хантер С.Томпсон",True
1101,36,"Знаешь, что мне в тебе нравится, - доверительно сказал Хемуль, - то, что ты такой молчаливый. Можно подумать, что ты очень умный. 

Туве Янссон.",False
